pod_seconds_mean,pod_seconds_std,pod_seconds_median,pod_seconds_min,pod_seconds_max,pod_seconds_n,scale_up_reaction_s_mean,scale_up_reaction_s_std,scale_up_reaction_s_median,scale_up_reaction_s_min,scale_up_reaction_s_max,scale_up_reaction_s_n,scale_down_reaction_s_mean,scale_down_reaction_s_std,scale_down_reaction_s_median,scale_down_reaction_s_min,scale_down_reaction_s_max,scale_down_reaction_s_n,peak_connections_mean,peak_connections_std,peak_connections_median,peak_connections_min,peak_connections_max,peak_connections_n,peak_replicas_mean,peak_replicas_std,peak_replicas_median,peak_replicas_min,peak_replicas_max,peak_replicas_n
3933.8,147.99222952574235,3953.0,3687.0,4051.0,5,54.4,29.228410836034175,48.0,33.0,104.0,5,313.0,95.59550198623364,355.0,142.0,357.0,5,937.0,42.61455150532503,929.0,897.0,1009.0,5,8.0,0.0,8.0,8.0,8.0,5
