timestamp,active_connections
1781610051,0
1781610056,0
1781610061,0
1781610066,0
1781610071,0
1781610076,20
1781610081,75
1781610086,75
1781610091,132
1781610096,206
1781610101,206
1781610107,256
1781610112,311
1781610117,357
1781610122,396
1781610127,469
1781610132,509
1781610137,535
1781610142,612
1781610147,647
1781610152,663
1781610157,717
1781610162,774
1781610167,790
1781610172,800
1781610177,800
1781610182,800
1781610187,800
1781610192,800
1781610197,800
1781610202,800
1781610207,800
1781610212,800
1781610217,800
1781610222,800
1781610227,800
1781610232,800
1781610237,800
1781610242,800
1781610247,800
1781610252,622
1781610257,398
1781610262,0
1781610267,0
1781610272,0
1781610277,0
1781610282,0
1781610287,0
1781610292,0
1781610297,11
1781610302,16
1781610307,54
1781610312,128
1781610317,141
1781610322,197
1781610327,218
1781610332,267
1781610337,352
1781610342,352
1781610347,385
1781610352,532
1781610357,532
1781610362,571
1781610367,692
1781610372,647
1781610377,686
1781610382,761
1781610387,761
1781610392,790
1781610397,800
1781610402,800
1781610407,800
1781610412,800
1781610417,800
1781610422,800
1781610427,800
1781610432,800
1781610437,800
1781610442,800
1781610447,800
1781610452,800
1781610457,800
1781610463,800
1781610468,800
1781610473,800
1781610478,611
1781610483,508
1781610488,0
1781610493,0
1781610498,0
1781610503,0
1781610508,0
1781610513,0
1781610518,0
1781610523,0
1781610528,0
1781610533,0
1781610538,0
1781610543,0
1781610548,0
1781610553,0
1781610558,0
1781610563,0
1781610568,0
1781610573,0
1781610578,0
1781610583,0
1781610588,0
1781610593,0
