timestamp,active_connections
1781619876,0
1781619881,0
1781619886,0
1781619891,0
1781619896,0
1781619901,0
1781619906,0
1781619911,0
1781619916,0
1781619921,0
1781619926,0
1781619931,0
1781619936,369
1781619941,369
1781619946,369
1781619951,369
1781619956,369
1781619961,369
1781619966,369
1781619971,369
1781619976,369
1781619981,369
1781619986,369
1781619991,457
1781619996,699
1781620001,800
1781620006,800
1781620011,800
1781620016,800
1781620021,800
1781620026,800
1781620031,800
1781620036,800
1781620041,800
1781620046,800
1781620051,800
1781620056,800
1781620061,800
1781620066,800
1781620071,800
1781620076,800
1781620081,800
1781620086,800
1781620091,800
1781620096,800
1781620101,800
1781620106,800
1781620111,712
1781620116,0
1781620121,0
1781620126,0
1781620131,0
1781620136,0
1781620141,0
1781620146,0
1781620151,0
1781620156,0
1781620161,0
1781620167,0
1781620172,84
1781620177,264
1781620182,367
1781620187,367
1781620192,367
1781620197,367
1781620202,367
1781620207,367
1781620212,367
1781620217,367
1781620222,367
1781620227,367
1781620232,499
1781620237,725
1781620242,800
1781620247,800
1781620252,800
1781620257,800
1781620262,800
1781620267,800
1781620272,800
1781620277,800
1781620282,800
1781620287,800
1781620292,800
1781620297,800
1781620302,800
1781620307,800
1781620312,800
1781620317,800
1781620322,800
1781620327,800
1781620332,800
1781620337,800
1781620342,800
1781620347,800
1781620352,581
1781620357,270
1781620362,0
1781620367,0
1781620372,0
1781620377,0
1781620382,0
1781620387,0
1781620392,0
1781620397,0
1781620402,0
1781620407,0
1781620412,0
1781620417,0
1781620422,0
1781620427,0
1781620432,0
1781620437,0
1781620442,0
1781620447,0
1781620452,0
1781620457,0
1781620462,0
1781620467,0
1781620472,0
1781620477,0
1781620482,0
1781620487,0
1781620492,0
1781620497,0
1781620502,0
1781620507,0
1781620512,0
1781620517,0
1781620522,0
