1777441815,2,,0
1777441820,2,2,2
1777441825,2,2,2
1777441830,2,2,2
1777441836,2,2,2
1777441841,2,2,2
1777441846,2,2,2
1777441851,2,2,2
1777441856,2,2,2
1777441861,2,2,2
1777441866,4,2,4
1777441871,4,2,4
1777441876,4,2,4
1777441881,5,4,5
1777441886,5,4,5
1777441891,5,4,5
1777441897,6,5,6
1777441902,6,5,6
1777441907,6,5,6
1777441912,8,6,8
1777441917,8,6,8
1777441922,8,6,8
1777441927,8,8,8
1777441932,8,8,8
1777441937,8,8,8
1777441942,8,8,8
1777441947,8,8,8
1777441952,8,8,8
1777441957,8,8,8
1777441963,8,8,8
1777441968,8,8,8
1777441973,8,8,8
1777441978,8,8,8
1777441983,8,8,8
1777441988,8,8,8
1777441993,8,8,8
1777441998,8,8,8
1777442003,8,8,8
1777442008,8,8,8
1777442013,8,8,8
1777442018,8,8,8
1777442023,8,8,8
1777442029,8,8,8
1777442034,8,8,8
1777442039,8,8,8
1777442044,8,8,8
1777442049,8,8,8
1777442054,8,8,8
1777442059,8,8,8
1777442064,8,8,8
1777442069,8,8,8
1777442074,8,8,8
1777442079,8,8,8
1777442084,8,8,8
1777442090,8,8,8
1777442095,8,8,8
1777442100,8,8,8
1777442105,8,8,8
1777442110,8,8,8
1777442115,8,8,8
1777442120,8,8,8
1777442125,8,8,8
1777442130,8,8,8
1777442135,8,8,8
1777442140,8,8,8
1777442145,8,8,8
1777442151,8,8,8
1777442156,8,8,8
1777442161,8,8,8
1777442166,8,8,8
1777442171,8,8,8
1777442176,8,8,8
1777442181,8,8,8
1777442186,8,8,8
1777442191,8,8,8
1777442196,8,8,8
1777442201,8,8,8
1777442206,8,8,8
1777442212,8,8,8
1777442217,8,8,8
1777442222,8,8,8
1777442227,8,8,8
1777442232,8,8,8
1777442237,8,8,8
1777442242,8,8,8
1777442247,8,8,8
1777442252,8,8,8
1777442257,8,8,8
1777442262,8,8,8
1777442267,8,8,8
1777442273,8,8,8
1777442278,8,8,8
1777442283,8,8,8
1777442288,8,8,8
1777442293,8,8,8
1777442298,8,8,8
1777442303,8,8,8
1777442308,8,8,8
1777442313,8,8,8
1777442318,8,8,8
1777442323,8,8,8
1777442328,8,8,8
1777442333,8,8,8
1777442339,8,8,8
1777442344,8,8,8
1777442349,8,8,8
1777442354,8,8,8
1777442359,8,8,8
1777442364,8,8,8
1777442369,8,8,8
1777442374,8,8,8
1777442379,8,8,8
1777442384,8,8,8
1777442389,8,8,8
