1777441818,False
1777441823,Unknown
1777441828,Unknown
1777441833,Unknown
1777441838,Unknown
1777441844,Unknown
1777441849,Unknown
1777441854,True
1777441859,True
1777441864,True
1777441869,True
1777441874,True
1777441879,True
1777441884,True
1777441889,True
1777441894,True
1777441899,True
1777441904,True
1777441909,True
1777441914,True
1777441919,True
1777441924,True
1777441929,True
1777441934,True
1777441939,True
1777441944,True
1777441949,True
1777441955,True
1777441960,True
1777441965,True
1777441970,True
1777441975,True
1777441980,True
1777441985,True
1777441990,True
1777441995,True
1777442000,True
1777442005,True
1777442010,True
1777442015,True
1777442020,False
1777442025,False
1777442030,False
1777442035,False
1777442040,False
1777442045,False
1777442050,False
1777442055,False
1777442061,False
1777442066,False
1777442071,False
1777442076,True
1777442081,True
1777442086,True
1777442091,True
1777442096,True
1777442101,True
1777442106,True
1777442111,True
1777442116,True
1777442121,True
1777442126,True
1777442131,True
1777442136,True
1777442141,True
1777442146,True
1777442151,True
1777442156,True
1777442161,True
1777442167,True
1777442172,True
1777442177,True
1777442182,True
1777442187,True
1777442192,True
1777442197,True
1777442202,True
1777442207,True
1777442212,True
1777442217,True
1777442222,True
1777442227,True
1777442232,True
1777442237,True
1777442242,True
1777442247,True
1777442252,True
1777442257,False
1777442262,False
1777442267,False
1777442273,False
1777442278,False
1777442283,False
1777442288,False
1777442293,False
1777442298,False
1777442303,False
1777442308,False
1777442313,False
1777442318,False
1777442323,False
1777442328,False
1777442333,False
1777442338,False
1777442343,False
1777442348,False
1777442353,False
1777442358,False
1777442363,False
1777442368,False
1777442373,False
1777442378,False
1777442383,False
1777442389,False
