1777441818,0,0
1777441823,13,0
1777441828,13,0
1777441833,63,0
1777441838,121,0
1777441843,121,0
1777441849,202,0
1777441854,266,0
1777441859,266,0
1777441864,327,0
1777441889,524,0
1777441894,583,0
1777441899,661,0
1777441904,673,0
1777441909,724,0
1777441914,781,0
1777441919,796,0
1777441924,800,0
1777441929,800,0
1777441934,800,0
1777441939,800,0
1777441944,800,0
1777441949,800,0
1777441954,800,0
1777441959,800,0
1777441964,800,0
1777441969,800,0
1777441974,800,0
1777441980,800,0
1777441985,800,0
1777441990,800,0
1777441995,800,0
1777442000,800,0
1777442005,391,0
1777442010,298,0
1777442015,0,0
1777442020,0,0
1777442025,0,0
1777442030,0,0
1777442035,0,0
1777442040,0,0
1777442045,0,0
1777442050,0,0
1777442055,0,0
1777442060,0,0
1777442065,9,0
1777442070,53,0
1777442075,62,0
1777442080,116,0
1777442085,187,0
1777442090,198,0
1777442095,240,0
1777442100,308,0
1777442105,334,0
1777442111,380,0
1777442116,454,0
1777442121,470,0
1777442126,518,0
1777442131,590,0
1777442136,590,0
1777442141,641,0
1777442146,728,0
1777442151,728,0
1777442156,767,0
1777442161,800,0
1777442166,800,0
1777442171,800,0
1777442176,800,0
1777442181,800,0
1777442186,800,0
1777442191,800,0
1777442196,800,0
1777442201,800,0
1777442206,800,0
1777442211,800,0
1777442216,800,0
1777442221,800,0
1777442226,800,0
1777442231,800,0
1777442236,800,0
1777442242,714,0
1777442247,511,0
1777442252,0,0
1777442257,0,0
1777442262,0,0
1777442267,0,0
1777442272,0,0
1777442277,0,0
1777442282,0,0
1777442287,0,0
1777442292,0,0
1777442297,0,0
1777442302,0,0
1777442307,0,0
1777442312,0,0
1777442317,0,0
1777442322,0,0
1777442327,0,0
1777442332,0,0
1777442337,0,0
1777442342,0,0
1777442347,0,0
1777442352,0,0
1777442357,0,0
1777442362,0,0
1777442367,0,0
1777442373,0,0
1777442378,0,0
1777442383,0,0
1777442388,0,0
