1777442627,0,0
1777442633,0,0
1777442638,39,0
1777442643,85,0
1777442648,85,0
1777442653,150,0
1777442658,218,0
1777442663,218,0
1777442668,285,0
1777442673,351,0
1777442678,354,0
1777442683,407,0
1777442688,455,0
1777442693,518,0
1777442698,553,0
1777442703,574,0
1777442708,651,0
1777442713,698,0
1777442718,728,0
1777442723,780,0
1777442728,795,0
1777442733,800,0
1777442738,800,0
1777442743,800,0
1777442748,800,0
1777442753,800,0
1777442759,800,0
1777442764,800,0
1777442769,800,0
1777442774,800,0
1777442779,800,0
1777442784,800,0
1777442789,800,0
1777442794,800,0
1777442799,800,0
1777442804,800,0
1777442809,800,0
1777442814,605,0
1777442819,35,0
1777442824,0,0
1777442829,0,0
1777442834,0,0
1777442839,0,0
1777442844,0,0
1777442849,0,0
1777442854,0,0
1777442859,0,0
1777442864,0,0
1777442869,3,0
1777442874,5,0
1777442879,30,0
1777442884,104,0
1777442890,123,0
1777442895,150,0
1777442900,235,0
1777442905,256,0
1777442910,280,0
1777442915,366,0
1777442920,386,0
1777442925,416,0
1777442930,500,0
1777442935,519,0
1777442940,552,0
1777442945,639,0
1777442950,651,0
1777442955,690,0
1777442960,769,0
1777442965,781,0
1777442970,794,0
1777442975,800,0
1777442980,800,0
1777442985,800,0
1777442990,800,0
1777442995,800,0
1777443000,800,0
1777443005,800,0
1777443010,800,0
1777443016,800,0
1777443021,800,0
1777443026,800,0
1777443031,800,0
1777443036,800,0
1777443041,800,0
1777443046,800,0
1777443051,598,0
1777443056,493,0
1777443061,196,0
1777443066,0,0
1777443071,0,0
1777443076,0,0
1777443081,0,0
1777443086,0,0
1777443091,0,0
1777443096,0,0
1777443101,0,0
1777443106,0,0
1777443111,0,0
1777443116,0,0
1777443121,0,0
1777443126,0,0
1777443131,0,0
1777443136,0,0
1777443142,0,0
1777443147,0,0
1777443152,0,0
1777443157,0,0
1777443162,0,0
1777443167,0,0
1777443172,0,0
1777443177,0,0
1777443182,0,0
1777443187,0,0
1777443192,0,0
1777443197,0,0
