timestamp,active_connections
1781609019,0
1781609024,0
1781609029,0
1781609034,0
1781609039,0
1781609045,0
1781609050,96
1781609055,96
1781609060,96
1781609065,232
1781609070,242
1781609075,242
1781609080,342
1781609085,385
1781609090,401
1781609095,466
1781609100,500
1781609105,530
1781609110,605
1781609115,625
1781609120,656
1781609125,726
1781609130,765
1781609135,779
1781609140,800
1781609145,800
1781609150,800
1781609155,800
1781609160,800
1781609165,800
1781609170,800
1781609175,800
1781609180,800
1781609185,800
1781609190,800
1781609195,800
1781609200,800
1781609205,800
1781609210,800
1781609215,800
1781609220,675
1781609225,584
1781609230,0
1781609235,5
1781609240,6
1781609245,84
1781609250,101
1781609255,112
1781609260,225
1781609265,225
1781609270,226
1781609275,359
1781609280,359
1781609285,402
1781609290,523
1781609295,523
1781609300,593
1781609305,692
1781609310,661
1781609315,686
1781609320,751
1781609325,751
1781609330,777
1781609335,800
1781609340,800
1781609345,800
1781609350,800
1781609355,800
1781609360,800
1781609365,800
1781609370,800
1781609375,800
1781609380,800
1781609385,800
1781609390,800
1781609395,800
1781609401,800
1781609406,800
1781609411,800
1781609416,800
1781609421,444
1781609426,0
1781609431,0
1781609436,0
1781609441,0
1781609446,0
1781609451,0
1781609456,0
1781609461,0
1781609466,0
1781609471,0
1781609476,0
1781609481,0
1781609486,0
1781609491,0
1781609496,0
1781609501,0
