timestamp,active_connections
1777437667,0
1777437672,0
1777437677,0
1777437682,0
1777437687,0
1777437692,36
1777437697,96
1777437702,96
1777437707,158
1777437712,229
1777437717,229
1777437722,288
1777437727,357
1777437732,357
1777437737,392
1777437742,498
1777437747,504
1777437752,533
1777437757,604
1777437762,639
1777437767,681
1777437772,731
1777437777,773
1777437782,787
1777437787,800
1777437792,800
1777437797,800
1777437802,800
1777437807,800
1777437812,800
1777437817,800
1777437822,800
1777437827,800
1777437832,800
1777437837,800
1777437842,800
1777437847,800
1777437852,800
1777437857,800
1777437862,800
1777437867,756
1777437872,376
1777437877,39
1777437882,0
1777437887,0
1777437892,0
1777437897,0
1777437902,0
1777437907,0
1777437912,0
1777437917,0
1777437922,0
1777437927,1
1777437932,30
1777437937,67
1777437942,96
1777437947,148
1777437952,203
1777437958,229
1777437963,285
1777437968,335
1777437973,364
1777437978,411
1777437983,460
1777437988,491
1777437993,541
1777437998,603
1777438003,643
1777438008,665
1777438013,722
1777438018,774
1777438023,784
1777438028,867
1777438033,765
1777438038,786
1777438043,800
1777438048,800
1777438053,800
1777438058,800
1777438063,800
1777438068,800
1777438073,800
1777438078,800
1777438083,800
1777438088,800
1777438093,800
1777438098,800
1777438103,800
1777438108,766
1777438113,637
1777438118,230
1777438123,0
1777438128,0
1777438133,0
1777438138,0
1777438143,0
1777438148,0
1777438153,0
1777438158,0
1777438163,0
1777438168,0
1777438173,0
1777438178,0
1777438183,0
1777438188,0
1777438193,0
1777438198,0
1777438203,0
1777438208,0
1777438213,0
1777438218,0
1777438223,0
1777438228,0
1777438233,0
1777438238,0
1777438243,0
1777438248,0
1777438253,0
