timestamp,active_connections
1772348894,0
1772348899,388
1772348904,388
1772348909,388
1772348914,388
1772348919,388
1772348924,388
1772348929,388
1772348934,388
1772348939,388
1772348944,388
1772348949,388
1772348954,388
1772348959,388
1772348964,388
1772348969,388
1772348974,388
1772348979,388
1772348984,388
1772348989,388
1772348994,388
1772348999,388
1772349004,388
1772349010,226
1772349015,226
1772349020,314
1772349025,314
1772349030,191
1772349035,191
1772349040,191
1772349045,191
1772349050,191
1772349055,191
1772349060,191
1772349065,191
1772349070,191
1772349075,191
1772349080,191
1772349085,191
1772349090,191
1772349095,191
1772349100,191
1772349105,191
1772349110,191
1772349115,191
1772349120,191
1772349125,191
1772349130,110
1772349135,110
1772349140,86
1772349145,86
1772349150,143
1772349155,143
1772349160,145
1772349165,145
1772349170,145
1772349175,145
1772349180,145
1772349185,145
1772349190,145
1772349195,145
1772349200,145
1772349205,145
1772349210,145
1772349215,145
1772349220,145
1772349225,0
1772349230,0
1772349235,0
1772349240,0
1772349245,0
1772349250,0
1772349255,0
1772349260,0
1772349265,0
1772349270,0
1772349275,0
1772349280,0
1772349285,0
1772349290,0
1772349295,0
1772349300,0
1772349305,0
1772349310,0
1772349315,0
1772349320,0
1772349325,0
1772349330,0
1772349335,0
1772349340,0
1772349345,0
1772349350,0
1772349355,0
1772349360,0
1772349365,0
1772349370,0
1772349375,0
1772349380,0
1772349385,0
1772349390,0
1772349395,0
1772349400,0
1772349405,0
1772349410,0
1772349416,0
1772349421,0
1772349426,0
1772349431,0
1772349436,0
1772349441,0
1772349446,0
1772349451,0
1772349456,0
1772349461,0
1772349466,0
1772349471,0
1772349476,0
1772349481,0
1772349486,0
1772349491,0
1772349496,0
1772349501,0
1772349506,0
1772349511,0
1772349516,0
1772349521,0
1772349526,0
1772349531,0
1772349536,0
1772349541,0
1772349546,0
1772349551,0
1772349556,0
1772349561,0
1772349566,0
1772349571,0
1772349576,0
