timestamp,active_connections
1781617372,0
1781617377,0
1781617382,0
1781617387,0
1781617392,3
1781617397,45
1781617402,45
1781617407,109
1781617412,167
1781617417,167
1781617422,233
1781617427,310
1781617432,310
1781617437,373
1781617442,423
1781617447,462
1781617452,509
1781617457,544
1781617462,612
1781617467,639
1781617472,683
1781617477,732
1781617482,757
1781617487,787
1781617492,800
1781617497,800
1781617502,800
1781617507,800
1781617512,800
1781617517,800
1781617522,800
1781617527,800
1781617532,800
1781617537,800
1781617542,800
1781617547,800
1781617552,800
1781617557,800
1781617562,800
1781617567,800
1781617572,478
1781617577,169
1781617582,0
1781617587,0
1781617592,0
1781617597,0
1781617602,0
1781617607,0
1781617612,0
1781617617,0
1781617622,0
1781617627,0
1781617632,4
1781617637,26
1781617642,63
1781617647,115
1781617652,157
1781617657,190
1781617662,242
1781617667,283
1781617672,329
1781617677,373
1781617682,417
1781617687,463
1781617692,504
1781617697,544
1781617702,587
1781617707,642
1781617712,674
1781617717,705
1781617722,861
1781617727,906
1781617733,954
1781617738,979
1781617743,885
1781617748,800
1781617753,800
1781617758,800
1781617763,800
1781617768,800
1781617773,800
1781617778,800
1781617783,800
1781617788,800
1781617793,800
1781617798,800
1781617803,800
1781617808,800
1781617813,555
1781617818,383
1781617823,184
1781617828,0
1781617833,0
1781617838,0
1781617843,0
1781617848,0
1781617853,0
1781617858,0
1781617863,0
1781617868,0
1781617873,0
1781617878,0
1781617883,0
1781617888,0
1781617893,0
1781617898,0
1781617903,0
1781617908,0
1781617913,0
1781617918,0
1781617923,0
1781617928,0
1781617933,0
1781617938,0
1781617943,0
1781617948,0
1781617953,0
1781617958,0
1781617963,0
1781617968,0
1781617973,0
