timestamp,replicas
1777395253,2
1777395259,2
1777395264,2
1777395269,2
1777395274,2
1777395279,2
1777395284,2
1777395289,2
1777395294,2
1777395299,2
1777395304,3
1777395309,3
1777395314,4
1777395319,4
1777395324,5
1777395329,5
1777395334,5
1777395339,6
1777395344,6
1777395349,7
1777395354,7
1777395359,8
1777395364,8
1777395370,8
1777395375,8
1777395380,8
1777395385,8
1777395390,8
1777395395,8
1777395400,8
1777395405,8
1777395410,8
1777395415,8
1777395420,8
1777395425,8
1777395430,8
1777395435,8
1777395440,8
1777395445,8
1777395450,8
1777395455,8
1777395460,8
1777395465,8
1777395470,8
1777395475,8
1777395480,8
1777395486,8
1777395491,8
1777395496,8
1777395501,8
1777395506,8
1777395511,8
1777395516,8
1777395521,8
1777395526,8
1777395531,8
1777395536,8
1777395541,8
1777395546,8
1777395551,8
1777395556,8
1777395561,8
1777395566,8
1777395571,8
1777395576,6
1777395581,6
1777395586,6
1777395591,7
1777395597,7
1777395602,8
1777395607,8
1777395612,8
1777395617,9
1777395622,9
1777395627,10
1777395632,10
1777395637,10
1777395642,10
1777395647,10
1777395652,10
1777395657,10
1777395662,10
1777395667,10
1777395672,10
1777395677,10
1777395682,10
1777395687,10
1777395692,10
1777395697,10
1777395702,10
1777395708,10
1777395713,10
1777395718,10
1777395723,10
1777395728,10
1777395733,10
1777395738,10
1777395743,9
1777395748,8
1777395753,8
1777395758,8
1777395763,8
1777395768,8
1777395773,8
1777395778,8
1777395783,8
1777395788,8
1777395793,8
1777395798,8
1777395803,8
1777395808,8
1777395814,6
1777395819,4
1777395824,2
1777395829,2
1777395834,2
1777395839,2
1777395844,2
1777395849,2
1777395854,2
1777437667,2
1777437672,2
1777437677,2
1777437682,2
1777437687,2
1777437692,2
1777437697,2
1777437702,2
1777437707,2
1777437712,2
1777437717,3
1777437723,3
1777437728,4
1777437733,4
1777437738,4
1777437743,5
1777437748,6
1777437753,6
1777437758,6
1777437763,7
1777437768,7
1777437773,8
1777437778,8
1777437783,8
1777437788,8
1777437793,8
1777437798,8
1777437803,8
1777437808,8
1777437813,8
1777437818,8
1777437823,8
1777437828,8
1777437834,8
1777437839,8
1777437844,8
1777437849,8
1777437854,8
1777437859,8
1777437864,8
1777437869,8
1777437874,8
1777437879,8
1777437884,8
1777437889,8
1777437894,8
1777437899,8
1777437904,8
1777437909,8
1777437914,8
1777437919,8
1777437924,8
1777437929,8
1777437934,8
1777437939,8
1777437944,8
1777437949,8
1777437955,8
1777437960,8
1777437965,8
1777437970,8
1777437975,8
1777437980,8
1777437985,8
1777437990,8
1777437995,6
1777438000,6
1777438005,7
1777438010,7
1777438015,7
1777438020,8
1777438025,8
1777438030,9
1777438035,10
1777438040,10
1777438045,10
1777438050,10
1777438055,10
1777438060,10
1777438065,10
1777438070,10
1777438076,10
1777438081,10
1777438086,10
1777438091,10
1777438096,10
1777438101,10
1777438106,10
1777438111,10
1777438116,10
1777438121,10
1777438126,10
1777438131,10
1777438136,10
1777438141,10
1777438146,10
1777438151,8
1777438156,8
1777438161,8
1777438166,8
1777438171,8
1777438176,8
1777438181,8
1777438186,8
1777438191,8
1777438197,8
1777438202,8
1777438207,8
1777438212,8
1777438217,8
1777438222,8
1777438227,8
1777438232,6
1777438237,4
1777438242,2
1777438247,2
1777438252,2
