timestamp,total_rps,per_pod_avg_rps
2026-02-25T16:52:13+05:30,0.3833333333333333,0.09583333333333334
2026-02-25T16:52:18+05:30,,
2026-02-25T16:52:23+05:30,,
2026-02-25T16:52:28+05:30,,
2026-02-25T16:52:33+05:30,,
2026-02-25T16:52:38+05:30,,
2026-02-25T16:52:43+05:30,,
2026-02-25T16:52:48+05:30,5.316666666666666,5.316666666666666
2026-02-25T16:52:53+05:30,5.316666666666666,5.316666666666666
2026-02-25T16:52:58+05:30,11.916666666666666,5.958333333333333
2026-02-25T16:53:03+05:30,11.916666666666666,5.958333333333333
2026-02-25T16:53:08+05:30,11.916666666666666,5.958333333333333
2026-02-25T16:53:14+05:30,11.916666666666666,5.958333333333333
2026-02-25T16:53:19+05:30,11.916666666666666,5.958333333333333
2026-02-25T16:53:24+05:30,20.833333333333332,6.944444444444444
2026-02-25T16:53:29+05:30,20.833333333333332,6.944444444444444
2026-02-25T16:53:34+05:30,28.549999999999997,7.137499999999999
2026-02-25T16:53:39+05:30,28.549999999999997,7.137499999999999
2026-02-25T16:53:44+05:30,23.233333333333334,7.7444444444444445
2026-02-25T16:53:49+05:30,23.233333333333334,7.7444444444444445
2026-02-25T16:53:54+05:30,23.233333333333334,7.7444444444444445
2026-02-25T16:53:59+05:30,25,8.333333333333332
2026-02-25T16:54:04+05:30,25,8.333333333333332
2026-02-25T16:54:09+05:30,25,8.333333333333332
2026-02-25T16:54:14+05:30,25,8.333333333333332
2026-02-25T16:54:19+05:30,25,8.333333333333332
2026-02-25T16:54:24+05:30,20.666666666666664,6.888888888888889
2026-02-25T16:54:29+05:30,16.05,5.35
2026-02-25T16:54:34+05:30,16.05,5.35
2026-02-25T16:54:39+05:30,16.05,5.35
2026-02-25T16:54:44+05:30,16.05,5.35
2026-02-25T16:54:49+05:30,16.883333333333333,4.220833333333333
2026-02-25T16:54:54+05:30,9.133333333333333,2.283333333333333
2026-02-25T16:54:59+05:30,9.683333333333334,1.9366666666666665
2026-02-25T16:55:04+05:30,9.683333333333334,1.9366666666666665
2026-02-25T16:55:09+05:30,10.466666666666667,1.495238095238095
2026-02-25T16:55:15+05:30,10.466666666666667,1.495238095238095
2026-02-25T16:55:20+05:30,10.466666666666667,1.495238095238095
2026-02-25T16:55:25+05:30,6.416666666666666,0.9166666666666667
2026-02-25T16:55:30+05:30,3.9333333333333336,0.5619047619047619
2026-02-25T16:55:35+05:30,3.9333333333333336,0.5619047619047619
2026-02-25T16:55:40+05:30,3.9333333333333336,0.5619047619047619
2026-02-25T16:55:45+05:30,4.8,0.6857142857142858
