timestamp,cpu_millicores
1777440635,33
1777440640,33
1777440645,2
1777440650,2
1777440655,2
1777440660,7
1777440665,7
1777440670,7
1777440675,17
1777440680,17
1777440685,17
1777440690,42
1777440695,42
1777440700,42
1777440705,85
1777440710,85
1777440715,85
1777440720,74
1777440725,74
1777440731,74
1777440736,79
1777440741,79
1777440746,79
1777440751,59
1777440756,59
1777440761,59
1777440766,41
1777440771,41
1777440776,41
1777440781,24
1777440786,24
1777440791,24
1777440796,18
1777440801,18
1777440806,18
1777440811,17
1777440816,17
1777440821,17
1777440826,18
1777440831,18
1777440837,18
1777440842,31
1777440847,31
1777440852,31
1777440857,8
1777440862,8
1777440867,8
1777440872,8
1777440877,8
1777440882,8
1777440887,7
1777440892,7
1777440897,7
1777440902,10
1777440907,10
1777440912,10
1777440917,18
1777440922,18
1777440927,18
1777440932,21
1777440937,21
1777440942,21
1777440948,30
1777440953,30
1777440958,30
1777440963,38
1777440968,38
1777440973,38
1777440978,36
1777440983,36
1777440988,36
1777440993,46
1777440998,46
1777441003,46
1777441008,43
1777441013,43
1777441018,43
1777441023,24
1777441028,24
1777441033,24
1777441038,15
1777441043,15
1777441048,15
1777441053,15
1777441058,15
1777441064,15
1777441069,30
1777441074,30
1777441079,30
1777441084,28
1777441089,28
1777441094,28
1777441099,6
1777441104,6
1777441109,6
1777441114,7
1777441119,7
1777441124,7
1777441129,9
1777441134,8
1777441139,8
1777441144,8
1777441149,8
1777441154,8
1777441159,7
1777441164,7
1777441169,7
1777441174,8
1777441179,8
1777441185,8
1777441190,8
1777441195,8
1777441200,8
1777441205,8
1777441210,8
1777441215,6
1777441220,4
1777441225,2
