pod_seconds_mean,pod_seconds_std,pod_seconds_median,pod_seconds_min,pod_seconds_max,pod_seconds_n,scale_up_reaction_s_mean,scale_up_reaction_s_std,scale_up_reaction_s_median,scale_up_reaction_s_min,scale_up_reaction_s_max,scale_up_reaction_s_n,scale_down_reaction_s_mean,scale_down_reaction_s_std,scale_down_reaction_s_median,scale_down_reaction_s_min,scale_down_reaction_s_max,scale_down_reaction_s_n,peak_connections_mean,peak_connections_std,peak_connections_median,peak_connections_min,peak_connections_max,peak_connections_n,peak_replicas_mean,peak_replicas_std,peak_replicas_median,peak_replicas_min,peak_replicas_max,peak_replicas_n
21882.4,39359.64636274061,4319.0,4183.0,92291.0,5,21.6,5.128352561983234,21.0,16.0,30.0,5,119.6,2.701851217221259,118.0,117.0,123.0,5,879.0,41.27953488110059,893.0,813.0,917.0,5,9.8,0.4472135954999579,10.0,9.0,10.0,5
