timestamp,status_raw
1777443456,Unknown
1777443461,Unknown
1777443466,Unknown
1777443471,Unknown
1777443476,Unknown
1777443481,Unknown
1777443486,Unknown
1777443491,True
1777443496,True
1777443501,True
1777443506,True
1777443511,True
1777443516,True
1777443521,True
1777443526,True
1777443531,True
1777443536,True
1777443541,True
1777443546,True
1777443551,True
1777443556,True
1777443561,True
1777443566,True
1777443571,True
1777443577,True
1777443582,True
1777443587,True
1777443592,True
1777443597,True
1777443602,True
1777443607,True
1777443612,True
1777443617,True
1777443622,True
1777443627,True
1777443632,True
1777443637,True
1777443642,True
1777443647,True
1777443652,True
1777443657,False
1777443662,False
1777443667,False
1777443672,False
1777443677,False
1777443682,False
1777443687,False
1777443692,False
1777443697,False
1777443703,False
1777443708,False
1777443713,True
1777443718,True
1777443723,True
1777443728,True
1777443733,True
1777443738,True
1777443743,True
1777443748,True
1777443753,True
1777443758,True
1777443763,True
1777443768,True
1777443773,True
1777443778,True
1777443783,True
1777443788,True
1777443793,True
1777443798,True
1777443803,True
1777443808,True
1777443813,True
1777443818,True
1777443824,True
1777443829,True
1777443834,True
1777443839,True
1777443844,True
1777443849,True
1777443854,True
1777443859,True
1777443864,True
1777443869,True
1777443874,True
1777443879,True
1777443884,True
1777443889,True
1777443894,False
1777443899,False
1777443904,False
1777443909,False
1777443914,False
1777443919,False
1777443924,False
1777443929,False
1777443934,False
1777443939,False
1777443944,False
1777443950,False
1777443955,False
1777443960,False
1777443965,False
1777443970,False
1777443975,False
1777443980,False
1777443985,False
1777443990,False
1777443995,False
1777444000,False
1777444005,False
1777444010,False
1777444015,False
1777444020,False
1777444025,False
