LAST SEEN   TYPE      REASON                         OBJECT                            MESSAGE
48m         Normal    Created                        pod/cpu-app-bcc7f4b9c-flf49       Container created
48m         Normal    Started                        pod/cpu-app-bcc7f4b9c-flf49       Container started
48m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-w5274       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
48m         Normal    Created                        pod/cpu-app-bcc7f4b9c-q9mtm       Container created
48m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-h2l7q       Successfully assigned default/cpu-app-bcc7f4b9c-h2l7q to kind-worker3
48m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-7wcgh       Successfully assigned default/cpu-app-bcc7f4b9c-7wcgh to kind-worker2
48m         Normal    SuccessfulRescale              horizontalpodautoscaler/cpu-hpa   New size: 19; reason: pods metric http_requests_per_second above target
48m         Normal    ScalingReplicaSet              deployment/cpu-app                Scaled up replica set cpu-app-bcc7f4b9c from 16 to 19
48m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-8n6pc       Successfully assigned default/cpu-app-bcc7f4b9c-8n6pc to kind-worker
48m         Normal    Created                        pod/cpu-app-bcc7f4b9c-7wcgh       Container created
48m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-h2l7q       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
48m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-7wcgh       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
48m         Normal    Started                        pod/cpu-app-bcc7f4b9c-8n6pc       Container started
48m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-8n6pc       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
48m         Normal    Started                        pod/cpu-app-bcc7f4b9c-7wcgh       Container started
48m         Normal    Created                        pod/cpu-app-bcc7f4b9c-8n6pc       Container created
48m         Normal    Started                        pod/cpu-app-bcc7f4b9c-h2l7q       Container started
48m         Normal    Created                        pod/cpu-app-bcc7f4b9c-h2l7q       Container created
48m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-7xxrc       Successfully assigned default/cpu-app-bcc7f4b9c-7xxrc to kind-worker
48m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-gjlnv       Successfully assigned default/cpu-app-bcc7f4b9c-gjlnv to kind-worker2
48m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-5phkh       Successfully assigned default/cpu-app-bcc7f4b9c-5phkh to kind-worker2
48m         Normal    SuccessfulCreate               replicaset/cpu-app-bcc7f4b9c      (combined from similar events): Created pod: cpu-app-bcc7f4b9c-7xxrc
48m         Normal    SuccessfulRescale              horizontalpodautoscaler/cpu-hpa   New size: 24; reason: pods metric http_requests_per_second above target
48m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-c2g7j       Successfully assigned default/cpu-app-bcc7f4b9c-c2g7j to kind-worker
48m         Normal    ScalingReplicaSet              deployment/cpu-app                Scaled up replica set cpu-app-bcc7f4b9c from 19 to 24
48m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-fsmkh       Successfully assigned default/cpu-app-bcc7f4b9c-fsmkh to kind-worker3
48m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-5phkh       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
48m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-fsmkh       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
48m         Normal    Started                        pod/cpu-app-bcc7f4b9c-7xxrc       Container started
48m         Normal    Created                        pod/cpu-app-bcc7f4b9c-gjlnv       Container created
48m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-gjlnv       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
48m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-7xxrc       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
48m         Normal    Created                        pod/cpu-app-bcc7f4b9c-7xxrc       Container created
48m         Normal    Started                        pod/cpu-app-bcc7f4b9c-fsmkh       Container started
48m         Normal    Created                        pod/cpu-app-bcc7f4b9c-fsmkh       Container created
48m         Normal    Started                        pod/cpu-app-bcc7f4b9c-gjlnv       Container started
48m         Normal    Started                        pod/cpu-app-bcc7f4b9c-5phkh       Container started
48m         Normal    Created                        pod/cpu-app-bcc7f4b9c-5phkh       Container created
48m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-c2g7j       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
48m         Normal    Created                        pod/cpu-app-bcc7f4b9c-c2g7j       Container created
48m         Normal    Started                        pod/cpu-app-bcc7f4b9c-c2g7j       Container started
47m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-9wd2k       Readiness probe failed: Get "http://10.244.2.23:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
46m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-fsmkh       Readiness probe failed: Get "http://10.244.1.27:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
45m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-vllcs       Readiness probe failed: Get "http://10.244.1.21:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
45m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-flf49       Readiness probe failed: Get "http://10.244.3.22:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
44m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-7wcgh       Readiness probe failed: Get "http://10.244.2.24:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
44m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-7xxrc       Readiness probe failed: Get "http://10.244.3.26:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
42m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-sf654       Readiness probe failed: Get "http://10.244.3.21:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
