timestamp,active_connections
1781618614,0
1781618619,0
1781618624,0
1781618629,0
1781618634,0
1781618639,39
1781618644,80
1781618649,80
1781618654,147
1781618659,216
1781618664,216
1781618669,263
1781618674,362
1781618679,362
1781618684,399
1781618689,497
1781618694,507
1781618699,535
1781618704,614
1781618709,629
1781618714,693
1781618719,737
1781618724,760
1781618729,790
1781618734,800
1781618739,800
1781618744,800
1781618749,800
1781618754,800
1781618759,800
1781618764,800
1781618769,800
1781618774,800
1781618779,800
1781618784,800
1781618789,800
1781618794,800
1781618799,800
1781618804,800
1781618809,800
1781618814,752
1781618819,133
1781618824,0
1781618829,0
1781618834,0
1781618839,0
1781618844,0
1781618849,0
1781618854,0
1781618859,0
1781618864,0
1781618869,0
1781618874,3
1781618879,55
1781618884,83
1781618889,93
1781618894,169
1781618899,212
1781618904,226
1781618909,308
1781618915,337
1781618920,362
1781618925,448
1781618930,473
1781618935,484
1781618940,571
1781618945,610
1781618950,629
1781618955,695
1781618960,737
1781618965,766
1781618970,800
1781618975,836
1781618980,734
1781618985,794
1781618990,800
1781618995,800
1781619000,800
1781619005,800
1781619010,800
1781619015,800
1781619020,800
1781619025,800
1781619030,800
1781619035,800
1781619040,800
1781619045,800
1781619050,800
1781619055,636
1781619060,248
1781619065,0
1781619070,0
1781619075,0
1781619080,0
1781619085,0
1781619090,0
1781619095,0
1781619100,0
1781619105,0
1781619110,0
1781619115,0
1781619120,0
1781619125,0
1781619130,0
1781619135,0
1781619140,0
1781619145,0
1781619150,0
1781619155,0
1781619160,0
1781619165,0
1781619170,0
1781619175,0
1781619180,0
1781619185,0
1781619190,0
1781619195,0
1781619200,0
1781619205,0
1781619210,0
1781619215,0
1781619220,0
1781619225,0
1781619230,0
