timestamp,replicas
1777439139,2
1777439144,2
1777439149,2
1777439154,2
1777439159,2
1777439164,2
1777439169,2
1777439174,2
1777439179,2
1777439185,2
1777439190,3
1777439195,3
1777439200,3
1777439205,4
1777439210,5
1777439215,5
1777439220,5
1777439225,6
1777439230,6
1777439235,7
1777439240,7
1777439245,8
1777439250,8
1777439255,8
1777439260,8
1777439265,8
1777439270,8
1777439275,8
1777439280,8
1777439285,8
1777439290,8
1777439296,8
1777439301,8
1777439306,8
1777439311,8
1777439316,8
1777439321,8
1777439326,8
1777439331,8
1777439336,8
1777439341,8
1777439346,8
1777439351,8
1777439356,8
1777439361,8
1777439366,8
1777439371,8
1777439376,8
1777439381,8
1777439386,8
1777439391,8
1777439396,8
1777439401,8
1777439406,8
1777439411,8
1777439417,8
1777439422,8
1777439427,8
1777439432,8
1777439437,8
1777439442,8
1777439447,8
1777439452,8
1777439457,7
1777439462,6
1777439467,6
1777439472,6
1777439477,7
1777439482,7
1777439487,7
1777439492,8
1777439497,9
1777439502,9
1777439508,10
1777439513,10
1777439518,10
1777439523,10
1777439528,10
1777439533,10
1777439538,10
1777439543,10
1777439548,10
1777439553,10
1777439558,10
1777439563,10
1777439568,10
1777439573,10
1777439578,10
1777439583,10
1777439588,10
1777439593,10
1777439598,10
1777439603,10
1777439609,10
1777439614,10
1777439619,10
1777439624,8
1777439629,8
1777439634,8
1777439639,8
1777439644,8
1777439649,8
1777439654,8
1777439659,8
1777439664,8
1777439669,8
1777439674,8
1777439679,8
1777439684,8
1777439689,8
1777439694,8
1777439699,6
1777439704,4
1777439709,2
1777439714,2
1777439720,2
1777439725,2
1777439730,2
1777439735,2
1777439740,2
