timestamp,cpu_millicores
1777439149,2
1777439154,2
1777439159,2
1777439164,2
1777439169,2
1777439174,2
1777439179,10
1777439185,10
1777439190,10
1777439195,18
1777439200,18
1777439205,18
1777439210,42
1777439215,42
1777439220,42
1777439225,71
1777439230,71
1777439235,71
1777439240,61
1777439245,61
1777439250,61
1777439255,45
1777439260,45
1777439265,45
1777439270,64
1777439275,64
1777439280,64
1777439286,43
1777439291,43
1777439296,43
1777439301,28
1777439306,28
1777439311,28
1777439316,18
1777439321,18
1777439326,18
1777439331,16
1777439336,16
1777439341,23
1777439346,23
1777439351,23
1777439356,25
1777439361,25
1777439366,25
1777439371,6
1777439376,6
1777439381,6
1777439386,5
1777439391,5
1777439396,5
1777439402,6
1777439407,6
1777439412,6
1777439417,9
1777439422,9
1777439427,9
1777439432,17
1777439437,17
1777439442,17
1777439447,26
1777439452,26
1777439457,26
1777439462,31
1777439467,31
1777439472,31
1777439477,41
1777439482,37
1777439487,33
1777439492,40
1777439497,40
1777439502,40
1777439508,68
1777439513,68
1777439518,68
1777439523,44
1777439528,44
1777439533,44
1777439538,22
1777439543,22
1777439548,22
1777439553,18
1777439558,18
1777439563,18
1777439568,17
1777439573,17
1777439578,17
1777439583,23
1777439588,23
1777439593,23
1777439599,38
1777439604,38
1777439609,38
1777439614,10
1777439619,10
1777439624,10
1777439629,10
1777439634,10
1777439639,10
1777439644,9
1777439649,9
1777439654,7
1777439659,7
1777439664,7
1777439669,7
1777439674,8
1777439679,8
1777439684,8
1777439689,8
1777439694,8
1777439699,8
1777439705,7
1777439710,7
1777439715,7
1777439720,7
1777439725,7
1777439730,5
1777439735,4
1777439740,2
