timestamp,pod,cpu,memory
2026-02-25T15:57:55+05:30,cpu-app-bcc7f4b9c-8hlcf,24m,13Mi
2026-02-25T15:57:55+05:30,cpu-app-bcc7f4b9c-95jzm,23m,13Mi
2026-02-25T15:57:55+05:30,cpu-app-bcc7f4b9c-98dfw,26m,13Mi
2026-02-25T15:57:55+05:30,cpu-app-bcc7f4b9c-xznf8,27m,13Mi
2026-02-25T15:58:00+05:30,cpu-app-bcc7f4b9c-8hlcf,24m,13Mi
2026-02-25T15:58:00+05:30,cpu-app-bcc7f4b9c-95jzm,23m,13Mi
2026-02-25T15:58:00+05:30,cpu-app-bcc7f4b9c-98dfw,26m,13Mi
2026-02-25T15:58:00+05:30,cpu-app-bcc7f4b9c-xznf8,27m,13Mi
2026-02-25T15:58:05+05:30,cpu-app-bcc7f4b9c-8hlcf,24m,13Mi
2026-02-25T15:58:05+05:30,cpu-app-bcc7f4b9c-95jzm,23m,13Mi
2026-02-25T15:58:05+05:30,cpu-app-bcc7f4b9c-98dfw,26m,13Mi
2026-02-25T15:58:05+05:30,cpu-app-bcc7f4b9c-xznf8,27m,13Mi
2026-02-25T15:58:10+05:30,cpu-app-bcc7f4b9c-8hlcf,24m,13Mi
2026-02-25T15:58:10+05:30,cpu-app-bcc7f4b9c-95jzm,23m,13Mi
2026-02-25T15:58:10+05:30,cpu-app-bcc7f4b9c-98dfw,26m,13Mi
2026-02-25T15:58:10+05:30,cpu-app-bcc7f4b9c-xznf8,27m,13Mi
2026-02-25T15:58:15+05:30,cpu-app-bcc7f4b9c-8hlcf,24m,13Mi
2026-02-25T15:58:15+05:30,cpu-app-bcc7f4b9c-95jzm,23m,13Mi
2026-02-25T15:58:15+05:30,cpu-app-bcc7f4b9c-98dfw,26m,13Mi
2026-02-25T15:58:15+05:30,cpu-app-bcc7f4b9c-xznf8,27m,13Mi
2026-02-25T15:58:20+05:30,cpu-app-bcc7f4b9c-8hlcf,71m,13Mi
2026-02-25T15:58:20+05:30,cpu-app-bcc7f4b9c-95jzm,66m,13Mi
2026-02-25T15:58:20+05:30,cpu-app-bcc7f4b9c-98dfw,44m,13Mi
2026-02-25T15:58:20+05:30,cpu-app-bcc7f4b9c-xznf8,50m,14Mi
2026-02-25T15:58:25+05:30,cpu-app-bcc7f4b9c-8hlcf,71m,13Mi
2026-02-25T15:58:25+05:30,cpu-app-bcc7f4b9c-95jzm,66m,13Mi
2026-02-25T15:58:25+05:30,cpu-app-bcc7f4b9c-98dfw,44m,13Mi
2026-02-25T15:58:25+05:30,cpu-app-bcc7f4b9c-xznf8,50m,14Mi
2026-02-25T15:58:30+05:30,cpu-app-bcc7f4b9c-8hlcf,71m,13Mi
2026-02-25T15:58:30+05:30,cpu-app-bcc7f4b9c-95jzm,66m,13Mi
2026-02-25T15:58:30+05:30,cpu-app-bcc7f4b9c-98dfw,44m,13Mi
2026-02-25T15:58:30+05:30,cpu-app-bcc7f4b9c-xznf8,50m,14Mi
2026-02-25T15:58:35+05:30,cpu-app-bcc7f4b9c-8hlcf,71m,13Mi
2026-02-25T15:58:35+05:30,cpu-app-bcc7f4b9c-95jzm,66m,13Mi
2026-02-25T15:58:35+05:30,cpu-app-bcc7f4b9c-98dfw,44m,13Mi
2026-02-25T15:58:35+05:30,cpu-app-bcc7f4b9c-xznf8,50m,14Mi
2026-02-25T15:58:40+05:30,cpu-app-bcc7f4b9c-8hlcf,71m,13Mi
2026-02-25T15:58:40+05:30,cpu-app-bcc7f4b9c-95jzm,66m,13Mi
2026-02-25T15:58:40+05:30,cpu-app-bcc7f4b9c-98dfw,44m,13Mi
2026-02-25T15:58:40+05:30,cpu-app-bcc7f4b9c-xznf8,50m,14Mi
2026-02-25T15:58:45+05:30,cpu-app-bcc7f4b9c-8hlcf,71m,13Mi
2026-02-25T15:58:45+05:30,cpu-app-bcc7f4b9c-95jzm,66m,13Mi
2026-02-25T15:58:45+05:30,cpu-app-bcc7f4b9c-98dfw,44m,13Mi
2026-02-25T15:58:45+05:30,cpu-app-bcc7f4b9c-xznf8,50m,14Mi
2026-02-25T15:58:51+05:30,cpu-app-bcc7f4b9c-8hlcf,71m,13Mi
2026-02-25T15:58:51+05:30,cpu-app-bcc7f4b9c-95jzm,66m,13Mi
2026-02-25T15:58:51+05:30,cpu-app-bcc7f4b9c-98dfw,44m,13Mi
2026-02-25T15:58:51+05:30,cpu-app-bcc7f4b9c-xznf8,50m,14Mi
2026-02-25T15:58:56+05:30,cpu-app-bcc7f4b9c-8hlcf,71m,13Mi
2026-02-25T15:58:56+05:30,cpu-app-bcc7f4b9c-95jzm,66m,13Mi
2026-02-25T15:58:56+05:30,cpu-app-bcc7f4b9c-98dfw,44m,13Mi
2026-02-25T15:58:56+05:30,cpu-app-bcc7f4b9c-xznf8,50m,14Mi
2026-02-25T15:59:01+05:30,cpu-app-bcc7f4b9c-8hlcf,71m,13Mi
2026-02-25T15:59:01+05:30,cpu-app-bcc7f4b9c-95jzm,66m,13Mi
2026-02-25T15:59:01+05:30,cpu-app-bcc7f4b9c-98dfw,44m,13Mi
2026-02-25T15:59:01+05:30,cpu-app-bcc7f4b9c-xznf8,50m,14Mi
2026-02-25T15:59:06+05:30,cpu-app-bcc7f4b9c-8hlcf,71m,13Mi
2026-02-25T15:59:06+05:30,cpu-app-bcc7f4b9c-95jzm,66m,13Mi
2026-02-25T15:59:06+05:30,cpu-app-bcc7f4b9c-98dfw,44m,13Mi
2026-02-25T15:59:06+05:30,cpu-app-bcc7f4b9c-xznf8,50m,14Mi
2026-02-25T15:59:11+05:30,cpu-app-bcc7f4b9c-8hlcf,71m,13Mi
2026-02-25T15:59:11+05:30,cpu-app-bcc7f4b9c-95jzm,66m,13Mi
2026-02-25T15:59:11+05:30,cpu-app-bcc7f4b9c-98dfw,44m,13Mi
2026-02-25T15:59:11+05:30,cpu-app-bcc7f4b9c-xznf8,50m,14Mi
2026-02-25T15:59:16+05:30,cpu-app-bcc7f4b9c-8hlcf,71m,13Mi
2026-02-25T15:59:16+05:30,cpu-app-bcc7f4b9c-95jzm,66m,13Mi
2026-02-25T15:59:16+05:30,cpu-app-bcc7f4b9c-98dfw,44m,13Mi
2026-02-25T15:59:16+05:30,cpu-app-bcc7f4b9c-xznf8,50m,14Mi
2026-02-25T15:59:21+05:30,cpu-app-bcc7f4b9c-8hlcf,158m,13Mi
2026-02-25T15:59:21+05:30,cpu-app-bcc7f4b9c-95jzm,164m,13Mi
2026-02-25T15:59:21+05:30,cpu-app-bcc7f4b9c-98dfw,155m,13Mi
2026-02-25T15:59:21+05:30,cpu-app-bcc7f4b9c-xznf8,164m,15Mi
2026-02-25T15:59:26+05:30,cpu-app-bcc7f4b9c-8hlcf,158m,13Mi
2026-02-25T15:59:26+05:30,cpu-app-bcc7f4b9c-95jzm,164m,13Mi
2026-02-25T15:59:26+05:30,cpu-app-bcc7f4b9c-98dfw,155m,13Mi
2026-02-25T15:59:26+05:30,cpu-app-bcc7f4b9c-xznf8,164m,15Mi
2026-02-25T15:59:31+05:30,cpu-app-bcc7f4b9c-8hlcf,158m,13Mi
2026-02-25T15:59:31+05:30,cpu-app-bcc7f4b9c-95jzm,164m,13Mi
2026-02-25T15:59:31+05:30,cpu-app-bcc7f4b9c-98dfw,155m,13Mi
2026-02-25T15:59:31+05:30,cpu-app-bcc7f4b9c-xznf8,164m,15Mi
2026-02-25T15:59:36+05:30,cpu-app-bcc7f4b9c-8hlcf,158m,13Mi
2026-02-25T15:59:36+05:30,cpu-app-bcc7f4b9c-95jzm,164m,13Mi
2026-02-25T15:59:36+05:30,cpu-app-bcc7f4b9c-98dfw,155m,13Mi
2026-02-25T15:59:36+05:30,cpu-app-bcc7f4b9c-xznf8,164m,15Mi
