LAST SEEN   TYPE      REASON                         OBJECT                            MESSAGE
53m         Normal    SuccessfulDelete               replicaset/cpu-app-bcc7f4b9c      Deleted pod: cpu-app-bcc7f4b9c-knq4h
53m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-z9b4k       Stopping container cpu-http
53m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-knq4h       Stopping container cpu-http
53m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-pmgg4       Stopping container cpu-http
53m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-btlgz       Stopping container cpu-http
53m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-q5pcf       Stopping container cpu-http
53m         Normal    SuccessfulDelete               replicaset/cpu-app-bcc7f4b9c      Deleted pod: cpu-app-bcc7f4b9c-4rhdr
53m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-c5t7h       Stopping container cpu-http
53m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-fw8qn       Stopping container cpu-http
53m         Normal    SuccessfulDelete               replicaset/cpu-app-bcc7f4b9c      Deleted pod: cpu-app-bcc7f4b9c-vsfnp
53m         Normal    SuccessfulDelete               replicaset/cpu-app-bcc7f4b9c      Deleted pod: cpu-app-bcc7f4b9c-fw8qn
53m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-4rhdr       Stopping container cpu-http
53m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-8bm5p       Stopping container cpu-http
53m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-rftbl       Stopping container cpu-http
53m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-29phc       Stopping container cpu-http
53m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-vsfnp       Stopping container cpu-http
53m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-dkzt8       Stopping container cpu-http
53m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-4x2cs       Stopping container cpu-http
53m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-wqscd       Stopping container cpu-http
53m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-99bvx       Stopping container cpu-http
53m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-xfzlm       Stopping container cpu-http
53m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-d549j       Stopping container cpu-http
53m         Normal    ScalingReplicaSet              deployment/cpu-app                Scaled up replica set cpu-app-bcc7f4b9c from 4 to 8
53m         Normal    SuccessfulRescale              horizontalpodautoscaler/cpu-hpa   New size: 8; reason: All metrics below target
53m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-77h72       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
53m         Normal    Created                        pod/cpu-app-bcc7f4b9c-j2p7n       Container created
53m         Normal    Created                        pod/cpu-app-bcc7f4b9c-rbgz8       Container created
53m         Normal    Started                        pod/cpu-app-bcc7f4b9c-77h72       Container started
53m         Normal    Created                        pod/cpu-app-bcc7f4b9c-j2rgl       Container created
53m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-rbgz8       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
53m         Normal    Started                        pod/cpu-app-bcc7f4b9c-j2rgl       Container started
53m         Normal    Started                        pod/cpu-app-bcc7f4b9c-j2p7n       Container started
53m         Normal    Created                        pod/cpu-app-bcc7f4b9c-77h72       Container created
53m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-j2p7n       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
53m         Normal    Started                        pod/cpu-app-bcc7f4b9c-rbgz8       Container started
53m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-j2rgl       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
53m         Normal    SuccessfulRescale              horizontalpodautoscaler/cpu-hpa   New size: 16; reason: All metrics below target
53m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-9gf57       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
53m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-prgtp       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
53m         Normal    Started                        pod/cpu-app-bcc7f4b9c-9gf57       Container started
53m         Normal    Started                        pod/cpu-app-bcc7f4b9c-dvlxx       Container started
53m         Normal    Created                        pod/cpu-app-bcc7f4b9c-dvlxx       Container created
53m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-dvlxx       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
53m         Normal    Started                        pod/cpu-app-bcc7f4b9c-djdsc       Container started
53m         Normal    Created                        pod/cpu-app-bcc7f4b9c-djdsc       Container created
53m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-djdsc       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
53m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-4z94b       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
53m         Normal    Started                        pod/cpu-app-bcc7f4b9c-8fv28       Container started
53m         Normal    Started                        pod/cpu-app-bcc7f4b9c-4z94b       Container started
53m         Normal    Created                        pod/cpu-app-bcc7f4b9c-prgtp       Container created
53m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-lz6bp       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
53m         Normal    Created                        pod/cpu-app-bcc7f4b9c-8fv28       Container created
53m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-wnwsc       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
53m         Normal    Created                        pod/cpu-app-bcc7f4b9c-wnwsc       Container created
53m         Normal    Created                        pod/cpu-app-bcc7f4b9c-9gf57       Container created
53m         Normal    Started                        pod/cpu-app-bcc7f4b9c-wnwsc       Container started
53m         Normal    Created                        pod/cpu-app-bcc7f4b9c-4z94b       Container created
53m         Normal    Started                        pod/cpu-app-bcc7f4b9c-lz6bp       Container started
53m         Normal    Created                        pod/cpu-app-bcc7f4b9c-lz6bp       Container created
53m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-8fv28       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
53m         Normal    Started                        pod/cpu-app-bcc7f4b9c-prgtp       Container started
53m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-lz6bp       Readiness probe failed: Get "http://10.244.3.13:8080/healthz": dial tcp 10.244.3.13:8080: connect: connection refused
53m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-8bm5p       Readiness probe failed: Get "http://10.244.2.9:8080/healthz": dial tcp 10.244.2.9:8080: connect: connection refused
