timestamp,active_connections
1781581262,0
1781581267,0
1781581272,0
1781581277,0
1781581282,0
1781581287,0
1781581292,198
1781581297,198
1781581302,198
1781581307,465
1781581312,465
1781581317,501
1781581322,625
1781581327,755
1781581332,785
1781581337,925
1781581342,1026
1781581347,1053
1781581352,1166
1781581357,1299
1781581362,1351
1781581367,1476
1781581372,1550
1781581377,1579
1781581382,1600
1781581387,1600
1781581392,1600
1781581397,1600
1781581402,1600
1781581407,1600
1781581412,1600
1781581417,1600
1781581422,1600
1781581427,1600
1781581432,1600
1781581437,1600
1781581442,1600
1781581447,1600
1781581452,1600
1781581457,1600
1781581462,1290
1781581467,1116
1781581472,0
1781581477,0
1781581483,0
1781581488,0
1781581493,0
1781581498,0
1781581503,0
1781581508,0
1781581513,0
1781581518,0
1781581523,6
1781581528,37
1781581533,127
1781581538,196
1781581543,271
1781581548,396
1781581553,490
1781581558,545
1781581563,663
1781581568,752
1781581573,810
1781581578,919
1781581583,1016
1781581588,1077
1781581593,1184
1781581598,1283
1781581603,1343
1781581608,1437
1781581613,1552
1781581618,1600
1781581623,1727
1781581628,1820
1781581633,1731
1781581638,1669
1781581643,1600
1781581648,1600
1781581653,1600
1781581658,1600
1781581663,1600
1781581668,1600
1781581673,1600
1781581678,1600
1781581683,1600
1781581688,1600
1781581693,1600
1781581698,1600
1781581703,1137
1781581708,701
1781581713,130
1781581718,0
1781581723,0
1781581728,0
1781581733,0
1781581738,0
1781581743,0
1781581748,0
1781581753,0
1781581758,0
1781581763,0
1781581768,0
1781581773,0
1781581778,0
1781581783,0
1781581788,0
1781581793,0
1781581798,0
1781581803,0
1781581808,0
1781581813,0
1781581818,0
1781581823,0
1781581828,0
1781581833,0
1781581838,0
1781581843,0
1781581848,0
1781581853,0
1781581858,0
1781581863,0
1781581868,0
1781581873,0
1781581878,0
