timestamp,active_connections
1781616755,0
1781616760,0
1781616765,0
1781616770,0
1781616775,5
1781616780,5
1781616785,52
1781616790,119
1781616795,119
1781616800,181
1781616805,249
1781616810,249
1781616815,339
1781616820,390
1781616825,390
1781616830,464
1781616835,522
1781616840,536
1781616845,588
1781616850,631
1781616855,675
1781616860,733
1781616865,760
1781616870,779
1781616875,800
1781616880,800
1781616885,800
1781616890,800
1781616895,800
1781616900,800
1781616905,800
1781616910,800
1781616915,800
1781616920,800
1781616925,800
1781616930,800
1781616935,800
1781616940,800
1781616945,800
1781616950,800
1781616955,481
1781616960,404
1781616965,0
1781616970,0
1781616975,0
1781616980,0
1781616985,0
1781616990,0
1781616995,0
1781617000,0
1781617005,0
1781617010,0
1781617015,3
1781617020,28
1781617025,59
1781617030,87
1781617035,152
1781617040,200
1781617045,218
1781617050,275
1781617055,329
1781617060,359
1781617065,409
1781617071,459
1781617076,491
1781617081,556
1781617086,602
1781617091,642
1781617096,677
1781617101,727
1781617106,831
1781617111,892
1781617116,950
1781617121,984
1781617126,923
1781617131,862
1781617136,800
1781617141,800
1781617146,800
1781617151,800
1781617156,800
1781617161,800
1781617166,800
1781617171,800
1781617176,800
1781617181,800
1781617186,800
1781617191,800
1781617196,573
1781617201,131
1781617206,0
1781617211,0
1781617216,0
1781617221,0
1781617226,0
1781617231,0
1781617236,0
1781617241,0
1781617246,0
1781617251,0
1781617256,0
1781617261,0
1781617266,0
1781617271,0
1781617276,0
1781617281,0
1781617286,0
1781617291,0
1781617296,0
1781617301,0
1781617306,0
1781617311,0
1781617316,0
1781617321,0
1781617326,0
1781617331,0
1781617336,0
1781617341,0
1781617346,0
1781617351,0
1781617356,0
