1777398966,0,0
1777398971,0,0
1777398976,47,0
1777398981,47,0
1777398986,123,0
1777398992,187,0
1777398997,187,0
1777399002,250,0
1777399007,314,0
1777399012,314,0
1777399017,365,0
1777399022,423,0
1777399027,458,0
1777399032,517,0
1777399037,585,0
1777399042,585,0
1777399047,668,0
1777399052,717,0
1777399057,717,0
1777399062,769,0
1777399067,800,0
1777399072,800,0
1777399077,800,0
1777399082,800,0
1777399087,800,0
1777399092,800,0
1777399097,800,0
1777399102,800,0
1777399108,800,0
1777399113,800,0
1777399118,800,0
1777399123,800,0
1777399128,800,0
1777399133,800,0
1777399138,800,0
1777399143,800,0
1777399148,800,0
1777399153,382,0
1777399158,0,0
1777399163,0,0
1777399168,0,0
1777399173,0,0
1777399178,0,0
1777399183,0,0
1777399188,0,0
1777399193,0,0
1777399198,0,0
1777399203,0,0
1777399208,0,0
1777399213,15,0
1777399218,55,0
1777399223,55,0
1777399229,115,0
1777399234,187,0
1777399239,187,0
1777399244,259,0
1777399249,316,0
1777399254,316,0
1777399259,387,0
1777399264,449,0
1777399269,449,0
1777399274,545,0
1777399279,579,0
1777399284,579,0
1777399289,704,0
1777399294,710,0
1777399299,710,0
1777399304,924,0
1777399309,924,0
1777399314,924,0
1777399319,1009,0
1777399324,885,0
1777399329,902,0
1777399334,903,0
1777399339,800,0
1777399344,800,0
1777399350,800,0
1777399355,800,0
1777399360,800,0
1777399365,800,0
1777399370,800,0
1777399375,800,0
1777399380,800,0
1777399385,800,0
1777399390,774,0
1777399395,0,0
1777399400,0,0
1777399405,0,0
1777399410,0,0
1777399415,0,0
1777399420,0,0
1777399425,0,0
1777399430,0,0
1777399435,0,0
1777399440,0,0
1777399445,0,0
1777399450,0,0
1777399455,0,0
1777399460,0,0
1777399465,0,0
1777399470,0,0
1777399475,0,0
1777399481,0,0
1777399486,0,0
1777399491,0,0
1777399496,0,0
1777399501,0,0
1777399506,0,0
1777399511,0,0
1777399516,0,0
1777399521,0,0
1777399526,0,0
1777399531,0,0
1777399536,0,0
