LAST SEEN   TYPE      REASON                         OBJECT                            MESSAGE
38m         Normal    Starting                       node/kind-worker2                 
38m         Normal    Starting                       node/kind-worker3                 
38m         Normal    Starting                       node/kind-control-plane           
38m         Normal    Starting                       node/kind-worker                  
38m         Normal    NodeAllocatableEnforced        node/kind-control-plane           Updated Node Allocatable limit across pods
38m         Normal    NodeHasSufficientPID           node/kind-control-plane           Node kind-control-plane status is now: NodeHasSufficientPID
38m         Normal    NodeHasNoDiskPressure          node/kind-control-plane           Node kind-control-plane status is now: NodeHasNoDiskPressure
38m         Normal    NodeHasSufficientMemory        node/kind-control-plane           Node kind-control-plane status is now: NodeHasSufficientMemory
38m         Normal    Starting                       node/kind-control-plane           Starting kubelet.
38m         Normal    Starting                       node/kind-control-plane           Starting kubelet.
38m         Normal    NodeAllocatableEnforced        node/kind-control-plane           Updated Node Allocatable limit across pods
38m         Normal    NodeHasSufficientMemory        node/kind-control-plane           Node kind-control-plane status is now: NodeHasSufficientMemory
38m         Normal    NodeHasNoDiskPressure          node/kind-control-plane           Node kind-control-plane status is now: NodeHasNoDiskPressure
38m         Normal    NodeHasSufficientPID           node/kind-control-plane           Node kind-control-plane status is now: NodeHasSufficientPID
38m         Normal    RegisteredNode                 node/kind-control-plane           Node kind-control-plane event: Registered Node kind-control-plane in Controller
38m         Normal    NodeHasSufficientPID           node/kind-worker                  Node kind-worker status is now: NodeHasSufficientPID
38m         Normal    Starting                       node/kind-worker3                 Starting kubelet.
38m         Normal    NodeHasNoDiskPressure          node/kind-worker                  Node kind-worker status is now: NodeHasNoDiskPressure
38m         Normal    NodeHasSufficientMemory        node/kind-worker3                 Node kind-worker3 status is now: NodeHasSufficientMemory
38m         Normal    NodeAllocatableEnforced        node/kind-worker                  Updated Node Allocatable limit across pods
38m         Normal    Starting                       node/kind-worker                  Starting kubelet.
38m         Normal    NodeHasSufficientMemory        node/kind-worker                  Node kind-worker status is now: NodeHasSufficientMemory
38m         Normal    NodeHasNoDiskPressure          node/kind-worker2                 Node kind-worker2 status is now: NodeHasNoDiskPressure
38m         Normal    NodeAllocatableEnforced        node/kind-worker3                 Updated Node Allocatable limit across pods
38m         Normal    NodeHasSufficientPID           node/kind-worker3                 Node kind-worker3 status is now: NodeHasSufficientPID
38m         Normal    NodeHasNoDiskPressure          node/kind-worker3                 Node kind-worker3 status is now: NodeHasNoDiskPressure
38m         Normal    NodeAllocatableEnforced        node/kind-worker2                 Updated Node Allocatable limit across pods
38m         Normal    NodeHasSufficientPID           node/kind-worker2                 Node kind-worker2 status is now: NodeHasSufficientPID
38m         Normal    NodeHasSufficientMemory        node/kind-worker2                 Node kind-worker2 status is now: NodeHasSufficientMemory
38m         Normal    RegisteredNode                 node/kind-worker3                 Node kind-worker3 event: Registered Node kind-worker3 in Controller
38m         Normal    RegisteredNode                 node/kind-worker                  Node kind-worker event: Registered Node kind-worker in Controller
38m         Normal    RegisteredNode                 node/kind-worker2                 Node kind-worker2 event: Registered Node kind-worker2 in Controller
37m         Normal    NodeReady                      node/kind-control-plane           Node kind-control-plane status is now: NodeReady
37m         Normal    NodeReady                      node/kind-worker                  Node kind-worker status is now: NodeReady
37m         Normal    NodeReady                      node/kind-worker3                 Node kind-worker3 status is now: NodeReady
37m         Normal    NodeReady                      node/kind-worker2                 Node kind-worker2 status is now: NodeReady
35m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-8hlcf       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
35m         Normal    Started                        pod/cpu-app-bcc7f4b9c-98dfw       Container started
35m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-95jzm       Successfully assigned default/cpu-app-bcc7f4b9c-95jzm to kind-worker
35m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-95jzm       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
35m         Normal    Created                        pod/cpu-app-bcc7f4b9c-95jzm       Container created
35m         Normal    Started                        pod/cpu-app-bcc7f4b9c-95jzm       Container started
35m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-xznf8       Successfully assigned default/cpu-app-bcc7f4b9c-xznf8 to kind-worker3
35m         Normal    Created                        pod/cpu-app-bcc7f4b9c-xznf8       Container created
35m         Normal    SuccessfulCreate               replicaset/cpu-app-bcc7f4b9c      Created pod: cpu-app-bcc7f4b9c-8hlcf
35m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-xznf8       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
35m         Normal    Started                        pod/cpu-app-bcc7f4b9c-xznf8       Container started
35m         Normal    SuccessfulCreate               replicaset/cpu-app-bcc7f4b9c      Created pod: cpu-app-bcc7f4b9c-xznf8
35m         Normal    Created                        pod/cpu-app-bcc7f4b9c-8hlcf       Container created
35m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-98dfw       Successfully assigned default/cpu-app-bcc7f4b9c-98dfw to kind-worker2
35m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-98dfw       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
35m         Normal    Created                        pod/cpu-app-bcc7f4b9c-98dfw       Container created
35m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-8hlcf       Successfully assigned default/cpu-app-bcc7f4b9c-8hlcf to kind-worker3
35m         Normal    Started                        pod/cpu-app-bcc7f4b9c-8hlcf       Container started
35m         Normal    ScalingReplicaSet              deployment/cpu-app                Scaled up replica set cpu-app-bcc7f4b9c from 0 to 4
35m         Normal    SuccessfulCreate               replicaset/cpu-app-bcc7f4b9c      Created pod: cpu-app-bcc7f4b9c-98dfw
35m         Normal    SuccessfulCreate               replicaset/cpu-app-bcc7f4b9c      Created pod: cpu-app-bcc7f4b9c-95jzm
34m         Warning   FailedGetPodsMetric            horizontalpodautoscaler/cpu-hpa   unable to get metric http_requests_per_second: no metrics returned from custom metrics API
34m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/cpu-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get pods metric value: unable to get metric http_requests_per_second: no metrics returned from custom metrics API
33m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-98dfw       Readiness probe failed: Get "http://10.244.2.3:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
33m         Normal    SuccessfulRescale              horizontalpodautoscaler/cpu-hpa   New size: 5; reason: pods metric http_requests_per_second above target
33m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-vxqzk       Successfully assigned default/cpu-app-bcc7f4b9c-vxqzk to kind-worker2
33m         Normal    Created                        pod/cpu-app-bcc7f4b9c-vxqzk       Container created
33m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-vxqzk       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
33m         Normal    ScalingReplicaSet              deployment/cpu-app                Scaled up replica set cpu-app-bcc7f4b9c from 4 to 5
33m         Normal    SuccessfulCreate               replicaset/cpu-app-bcc7f4b9c      Created pod: cpu-app-bcc7f4b9c-vxqzk
33m         Normal    Started                        pod/cpu-app-bcc7f4b9c-vxqzk       Container started
33m         Normal    Created                        pod/cpu-app-bcc7f4b9c-8l272       Container created
33m         Normal    SuccessfulRescale              horizontalpodautoscaler/cpu-hpa   New size: 6; reason: pods metric http_requests_per_second above target
33m         Normal    ScalingReplicaSet              deployment/cpu-app                Scaled up replica set cpu-app-bcc7f4b9c from 5 to 6
33m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-8l272       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
33m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-8l272       Successfully assigned default/cpu-app-bcc7f4b9c-8l272 to kind-worker
33m         Normal    Started                        pod/cpu-app-bcc7f4b9c-8l272       Container started
33m         Normal    SuccessfulCreate               replicaset/cpu-app-bcc7f4b9c      Created pod: cpu-app-bcc7f4b9c-8l272
32m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-jfn4r       Successfully assigned default/cpu-app-bcc7f4b9c-jfn4r to kind-worker2
32m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-h8s6p       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
32m         Normal    ScalingReplicaSet              deployment/cpu-app                Scaled up replica set cpu-app-bcc7f4b9c from 6 to 8
32m         Normal    SuccessfulRescale              horizontalpodautoscaler/cpu-hpa   New size: 8; reason: pods metric http_requests_per_second above target
32m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-h8s6p       Successfully assigned default/cpu-app-bcc7f4b9c-h8s6p to kind-worker3
32m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-jfn4r       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
32m         Normal    Created                        pod/cpu-app-bcc7f4b9c-jfn4r       Container created
32m         Normal    SuccessfulCreate               replicaset/cpu-app-bcc7f4b9c      Created pod: cpu-app-bcc7f4b9c-jfn4r
32m         Normal    SuccessfulCreate               replicaset/cpu-app-bcc7f4b9c      Created pod: cpu-app-bcc7f4b9c-h8s6p
32m         Normal    Created                        pod/cpu-app-bcc7f4b9c-h8s6p       Container created
32m         Normal    Started                        pod/cpu-app-bcc7f4b9c-h8s6p       Container started
32m         Normal    Started                        pod/cpu-app-bcc7f4b9c-jfn4r       Container started
31m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-xznf8       Readiness probe failed: Get "http://10.244.1.4:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
30m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-h8s6p       Readiness probe failed: Get "http://10.244.1.6:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
30m         Normal    SuccessfulCreate               replicaset/cpu-app-bcc7f4b9c      Created pod: cpu-app-bcc7f4b9c-wsfmx
30m         Normal    ScalingReplicaSet              deployment/cpu-app                Scaled up replica set cpu-app-bcc7f4b9c from 8 to 10
30m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-xrw2c       Successfully assigned default/cpu-app-bcc7f4b9c-xrw2c to kind-worker3
30m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-wsfmx       Successfully assigned default/cpu-app-bcc7f4b9c-wsfmx to kind-worker
30m         Normal    SuccessfulRescale              horizontalpodautoscaler/cpu-hpa   New size: 10; reason: pods metric http_requests_per_second above target
30m         Normal    Created                        pod/cpu-app-bcc7f4b9c-xrw2c       Container created
30m         Normal    Started                        pod/cpu-app-bcc7f4b9c-xrw2c       Container started
30m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-xrw2c       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
30m         Normal    Started                        pod/cpu-app-bcc7f4b9c-wsfmx       Container started
30m         Normal    Created                        pod/cpu-app-bcc7f4b9c-wsfmx       Container created
30m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-wsfmx       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
30m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-z8cqg       Successfully assigned default/cpu-app-bcc7f4b9c-z8cqg to kind-worker
30m         Normal    SuccessfulRescale              horizontalpodautoscaler/cpu-hpa   New size: 17; reason: pods metric http_requests_per_second above target
30m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-jc492       Successfully assigned default/cpu-app-bcc7f4b9c-jc492 to kind-worker3
30m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-fxr9q       Successfully assigned default/cpu-app-bcc7f4b9c-fxr9q to kind-worker3
30m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-jgl5z       Successfully assigned default/cpu-app-bcc7f4b9c-jgl5z to kind-worker2
30m         Normal    ScalingReplicaSet              deployment/cpu-app                Scaled up replica set cpu-app-bcc7f4b9c from 10 to 17
30m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-nwkjh       Successfully assigned default/cpu-app-bcc7f4b9c-nwkjh to kind-worker2
30m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-kgtj4       Successfully assigned default/cpu-app-bcc7f4b9c-kgtj4 to kind-worker2
30m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-4g88n       Successfully assigned default/cpu-app-bcc7f4b9c-4g88n to kind-worker
30m         Normal    Created                        pod/cpu-app-bcc7f4b9c-jc492       Container created
30m         Normal    Created                        pod/cpu-app-bcc7f4b9c-fxr9q       Container created
30m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-4g88n       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
30m         Normal    Created                        pod/cpu-app-bcc7f4b9c-4g88n       Container created
30m         Normal    Started                        pod/cpu-app-bcc7f4b9c-4g88n       Container started
30m         Normal    Created                        pod/cpu-app-bcc7f4b9c-jgl5z       Container created
30m         Normal    Started                        pod/cpu-app-bcc7f4b9c-nwkjh       Container started
30m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-jc492       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
30m         Normal    Started                        pod/cpu-app-bcc7f4b9c-fxr9q       Container started
30m         Normal    Started                        pod/cpu-app-bcc7f4b9c-jc492       Container started
30m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-z8cqg       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
30m         Normal    Created                        pod/cpu-app-bcc7f4b9c-nwkjh       Container created
30m         Normal    Started                        pod/cpu-app-bcc7f4b9c-jgl5z       Container started
30m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-jgl5z       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
30m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-fxr9q       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
30m         Normal    Created                        pod/cpu-app-bcc7f4b9c-z8cqg       Container created
30m         Normal    Started                        pod/cpu-app-bcc7f4b9c-z8cqg       Container started
30m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-nwkjh       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
30m         Normal    Started                        pod/cpu-app-bcc7f4b9c-kgtj4       Container started
30m         Normal    Created                        pod/cpu-app-bcc7f4b9c-kgtj4       Container created
30m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-kgtj4       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
30m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-95jzm       Readiness probe failed: Get "http://10.244.3.3:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
29m         Normal    ScalingReplicaSet              deployment/cpu-app                Scaled up replica set cpu-app-bcc7f4b9c from 17 to 21
29m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-jg2cf       Successfully assigned default/cpu-app-bcc7f4b9c-jg2cf to kind-worker
29m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-p6lp5       Successfully assigned default/cpu-app-bcc7f4b9c-p6lp5 to kind-worker2
29m         Normal    SuccessfulRescale              horizontalpodautoscaler/cpu-hpa   New size: 21; reason: pods metric http_requests_per_second above target
29m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-7g7sr       Successfully assigned default/cpu-app-bcc7f4b9c-7g7sr to kind-worker3
29m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-bn95p       Successfully assigned default/cpu-app-bcc7f4b9c-bn95p to kind-worker
29m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-jg2cf       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
29m         Normal    Started                        pod/cpu-app-bcc7f4b9c-p6lp5       Container started
29m         Normal    Created                        pod/cpu-app-bcc7f4b9c-jg2cf       Container created
29m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-7g7sr       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
29m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-bn95p       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
29m         Normal    Created                        pod/cpu-app-bcc7f4b9c-bn95p       Container created
29m         Normal    Started                        pod/cpu-app-bcc7f4b9c-bn95p       Container started
29m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-p6lp5       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
