timestamp,pod,cpu,memory
2026-02-25T16:16:21+05:30,cpu-app-bcc7f4b9c-bxk2h,28m,13Mi
2026-02-25T16:16:21+05:30,cpu-app-bcc7f4b9c-ftnrr,6m,13Mi
2026-02-25T16:16:21+05:30,cpu-app-bcc7f4b9c-qqfqx,47m,13Mi
2026-02-25T16:16:21+05:30,cpu-app-bcc7f4b9c-vg9x8,6m,13Mi
2026-02-25T16:16:26+05:30,cpu-app-bcc7f4b9c-bxk2h,28m,13Mi
2026-02-25T16:16:26+05:30,cpu-app-bcc7f4b9c-ftnrr,6m,13Mi
2026-02-25T16:16:26+05:30,cpu-app-bcc7f4b9c-qqfqx,47m,13Mi
2026-02-25T16:16:26+05:30,cpu-app-bcc7f4b9c-vg9x8,6m,13Mi
2026-02-25T16:16:31+05:30,cpu-app-bcc7f4b9c-bxk2h,28m,13Mi
2026-02-25T16:16:31+05:30,cpu-app-bcc7f4b9c-ftnrr,6m,13Mi
2026-02-25T16:16:31+05:30,cpu-app-bcc7f4b9c-qqfqx,47m,13Mi
2026-02-25T16:16:31+05:30,cpu-app-bcc7f4b9c-vg9x8,6m,13Mi
2026-02-25T16:16:36+05:30,cpu-app-bcc7f4b9c-bxk2h,28m,13Mi
2026-02-25T16:16:36+05:30,cpu-app-bcc7f4b9c-ftnrr,6m,13Mi
2026-02-25T16:16:36+05:30,cpu-app-bcc7f4b9c-qqfqx,47m,13Mi
2026-02-25T16:16:36+05:30,cpu-app-bcc7f4b9c-vg9x8,6m,13Mi
2026-02-25T16:16:41+05:30,cpu-app-bcc7f4b9c-bxk2h,28m,13Mi
2026-02-25T16:16:41+05:30,cpu-app-bcc7f4b9c-ftnrr,6m,13Mi
2026-02-25T16:16:41+05:30,cpu-app-bcc7f4b9c-qqfqx,47m,13Mi
2026-02-25T16:16:41+05:30,cpu-app-bcc7f4b9c-vg9x8,6m,13Mi
2026-02-25T16:16:46+05:30,cpu-app-bcc7f4b9c-bxk2h,28m,13Mi
2026-02-25T16:16:46+05:30,cpu-app-bcc7f4b9c-ftnrr,6m,13Mi
2026-02-25T16:16:46+05:30,cpu-app-bcc7f4b9c-qqfqx,47m,13Mi
2026-02-25T16:16:46+05:30,cpu-app-bcc7f4b9c-vg9x8,6m,13Mi
2026-02-25T16:16:51+05:30,cpu-app-bcc7f4b9c-bxk2h,28m,13Mi
2026-02-25T16:16:51+05:30,cpu-app-bcc7f4b9c-ftnrr,6m,13Mi
2026-02-25T16:16:51+05:30,cpu-app-bcc7f4b9c-qqfqx,47m,13Mi
2026-02-25T16:16:51+05:30,cpu-app-bcc7f4b9c-vg9x8,6m,13Mi
2026-02-25T16:16:57+05:30,cpu-app-bcc7f4b9c-bxk2h,28m,13Mi
2026-02-25T16:16:57+05:30,cpu-app-bcc7f4b9c-ftnrr,6m,13Mi
2026-02-25T16:16:57+05:30,cpu-app-bcc7f4b9c-qqfqx,47m,13Mi
2026-02-25T16:16:57+05:30,cpu-app-bcc7f4b9c-vg9x8,6m,13Mi
2026-02-25T16:17:02+05:30,cpu-app-bcc7f4b9c-bxk2h,28m,13Mi
2026-02-25T16:17:02+05:30,cpu-app-bcc7f4b9c-ftnrr,6m,13Mi
2026-02-25T16:17:02+05:30,cpu-app-bcc7f4b9c-qqfqx,47m,13Mi
2026-02-25T16:17:02+05:30,cpu-app-bcc7f4b9c-vg9x8,6m,13Mi
2026-02-25T16:17:07+05:30,cpu-app-bcc7f4b9c-bxk2h,28m,13Mi
2026-02-25T16:17:07+05:30,cpu-app-bcc7f4b9c-ftnrr,6m,13Mi
2026-02-25T16:17:07+05:30,cpu-app-bcc7f4b9c-qqfqx,47m,13Mi
2026-02-25T16:17:07+05:30,cpu-app-bcc7f4b9c-vg9x8,6m,13Mi
2026-02-25T16:17:12+05:30,cpu-app-bcc7f4b9c-bxk2h,28m,13Mi
2026-02-25T16:17:12+05:30,cpu-app-bcc7f4b9c-ftnrr,6m,13Mi
2026-02-25T16:17:12+05:30,cpu-app-bcc7f4b9c-qqfqx,47m,13Mi
2026-02-25T16:17:12+05:30,cpu-app-bcc7f4b9c-vg9x8,6m,13Mi
2026-02-25T16:17:17+05:30,cpu-app-bcc7f4b9c-bxk2h,28m,13Mi
2026-02-25T16:17:17+05:30,cpu-app-bcc7f4b9c-ftnrr,6m,13Mi
2026-02-25T16:17:17+05:30,cpu-app-bcc7f4b9c-qqfqx,47m,13Mi
2026-02-25T16:17:17+05:30,cpu-app-bcc7f4b9c-vg9x8,6m,13Mi
2026-02-25T16:17:22+05:30,cpu-app-bcc7f4b9c-2gsfs,94m,13Mi
2026-02-25T16:17:22+05:30,cpu-app-bcc7f4b9c-bxk2h,152m,15Mi
2026-02-25T16:17:22+05:30,cpu-app-bcc7f4b9c-ftnrr,191m,13Mi
2026-02-25T16:17:22+05:30,cpu-app-bcc7f4b9c-qqfqx,187m,15Mi
2026-02-25T16:17:22+05:30,cpu-app-bcc7f4b9c-vg9x8,192m,13Mi
2026-02-25T16:17:27+05:30,cpu-app-bcc7f4b9c-2gsfs,94m,13Mi
2026-02-25T16:17:27+05:30,cpu-app-bcc7f4b9c-bxk2h,152m,15Mi
2026-02-25T16:17:27+05:30,cpu-app-bcc7f4b9c-ftnrr,191m,13Mi
