1777444256,0,0
1777444262,7,0
1777444267,7,0
1777444272,7,0
1777444277,140,0
1777444282,140,0
1777444287,140,0
1777444292,278,0
1777444297,278,0
1777444302,278,0
1777444307,405,0
1777444312,417,0
1777444317,417,0
1777444322,484,0
1777444327,561,0
1777444332,576,0
1777444337,637,0
1777444342,689,0
1777444347,711,0
1777444352,769,0
1777444357,796,0
1777444362,800,0
1777444367,800,0
1777444372,800,0
1777444377,800,0
1777444382,800,0
1777444387,800,0
1777444393,800,0
1777444398,800,0
1777444403,800,0
1777444408,800,0
1777444413,800,0
1777444418,800,0
1777444423,800,0
1777444428,800,0
1777444433,800,0
1777444438,534,0
1777444443,209,0
1777444448,41,0
1777444453,0,0
1777444458,0,0
1777444463,0,0
1777444468,0,0
1777444473,0,0
1777444478,0,0
1777444483,0,0
1777444488,0,0
1777444493,0,0
1777444498,0,0
1777444503,12,0
1777444508,38,0
1777444513,64,0
1777444518,131,0
1777444523,161,0
1777444529,192,0
1777444534,260,0
1777444539,291,0
1777444544,329,0
1777444549,397,0
1777444554,442,0
1777444559,480,0
1777444564,527,0
1777444569,558,0
1777444574,622,0
1777444579,667,0
1777444584,689,0
1777444589,748,0
1777444594,781,0
1777444599,795,0
1777444604,800,0
1777444609,800,0
1777444614,800,0
1777444619,800,0
1777444624,800,0
1777444629,800,0
1777444634,800,0
1777444639,800,0
1777444644,800,0
1777444649,800,0
1777444654,800,0
1777444660,800,0
1777444665,800,0
1777444670,800,0
1777444675,800,0
1777444680,597,0
1777444685,314,0
1777444690,0,0
1777444695,0,0
1777444700,0,0
1777444705,0,0
1777444710,0,0
1777444715,0,0
1777444720,0,0
1777444725,0,0
1777444730,0,0
1777444735,0,0
1777444740,0,0
1777444745,0,0
1777444750,0,0
1777444755,0,0
1777444760,0,0
1777444765,0,0
1777444770,0,0
1777444775,0,0
1777444780,0,0
1777444786,0,0
1777444791,0,0
1777444796,0,0
1777444801,0,0
1777444806,0,0
1777444811,0,0
1777444816,0,0
1777444821,0,0
1777444826,0,0
