1777445067,2,,0
1777445072,2,2,2
1777445077,2,2,2
1777445082,2,2,2
1777445087,2,2,2
1777445092,2,2,2
1777445097,2,2,2
1777445102,2,2,2
1777445107,2,2,2
1777445112,2,2,2
1777445117,4,2,4
1777445122,4,2,4
1777445128,4,2,4
1777445133,4,4,4
1777445138,4,4,4
1777445143,4,4,4
1777445148,6,4,6
1777445153,6,4,6
1777445158,6,4,6
1777445163,8,6,8
1777445168,8,6,8
1777445173,8,6,8
1777445178,8,8,8
1777445183,8,8,8
1777445188,8,8,8
1777445194,8,8,8
1777445199,8,8,8
1777445204,8,8,8
1777445209,8,8,8
1777445214,8,8,8
1777445219,8,8,8
1777445224,8,8,8
1777445229,8,8,8
1777445234,8,8,8
1777445239,8,8,8
1777445244,8,8,8
1777445249,8,8,8
1777445255,8,8,8
1777445260,8,8,8
1777445265,8,8,8
1777445270,8,8,8
1777445275,8,8,8
1777445280,8,8,8
1777445285,8,8,8
1777445290,8,8,8
1777445295,8,8,8
1777445300,8,8,8
1777445305,8,8,8
1777445310,8,8,8
1777445315,8,8,8
1777445321,8,8,8
1777445326,8,8,8
1777445331,8,8,8
1777445336,8,8,8
1777445341,8,8,8
1777445346,8,8,8
1777445351,8,8,8
1777445356,8,8,8
1777445361,8,8,8
1777445366,8,8,8
1777445371,8,8,8
1777445376,8,8,8
1777445382,8,8,8
1777445387,8,8,8
1777445392,8,8,8
1777445397,8,8,8
1777445402,8,8,8
1777445407,8,8,8
1777445412,8,8,8
1777445417,8,8,8
1777445422,8,8,8
1777445427,8,8,8
1777445432,8,8,8
1777445437,8,8,8
1777445442,8,8,8
1777445448,8,8,8
1777445453,8,8,8
1777445458,8,8,8
1777445463,8,8,8
1777445468,8,8,8
1777445473,8,8,8
1777445478,8,8,8
1777445483,8,8,8
1777445488,8,8,8
1777445493,8,8,8
1777445498,8,8,8
1777445503,8,8,8
1777445509,8,8,8
1777445514,8,8,8
1777445519,8,8,8
1777445524,8,8,8
1777445529,8,8,8
1777445534,8,8,8
1777445539,8,8,8
1777445544,8,8,8
1777445549,8,8,8
1777445554,8,8,8
1777445559,8,8,8
1777445564,8,8,8
1777445570,8,8,8
1777445575,8,8,8
1777445580,8,8,8
1777445585,8,8,8
1777445590,8,8,8
1777445595,8,8,8
1777445600,8,8,8
1777445605,8,8,8
1777445610,8,8,8
1777445615,8,8,8
1777445620,8,8,8
1777445625,8,8,8
1777445631,8,8,8
1777445636,8,8,8
1777445641,8,8,8
