1777396825,0,0
1777396830,0,0
1777396835,53,0
1777396841,53,0
1777396846,53,0
1777396851,184,0
1777396856,184,0
1777396861,184,0
1777396866,316,0
1777396871,316,0
1777396876,372,0
1777396881,449,0
1777396886,449,0
1777396891,484,0
1777396896,589,0
1777396901,589,0
1777396906,618,0
1777396911,711,0
1777396916,730,0
1777396921,740,0
1777396926,788,0
1777396931,800,0
1777396936,800,0
1777396941,800,0
1777396946,800,0
1777396951,800,0
1777396957,800,0
1777396962,800,0
1777396967,800,0
1777396972,800,0
1777396977,800,0
1777396982,800,0
1777396987,800,0
1777396992,800,0
1777396997,800,0
1777397002,800,0
1777397007,800,0
1777397012,345,0
1777397017,7,0
1777397022,0,0
1777397027,0,0
1777397032,0,0
1777397037,0,0
1777397042,0,0
1777397047,0,0
1777397052,0,0
1777397057,0,0
1777397062,0,0
1777397067,0,0
1777397072,16,0
1777397077,50,0
1777397083,77,0
1777397088,120,0
1777397093,174,0
1777397098,204,0
1777397103,245,0
1777397108,310,0
1777397113,338,0
1777397118,409,0
1777397123,443,0
1777397128,472,0
1777397133,536,0
1777397138,602,0
1777397143,602,0
1777397148,685,0
1777397153,727,0
1777397158,727,0
1777397163,852,0
1777397168,859,0
1777397173,859,0
1777397178,841,0
1777397183,889,0
1777397188,897,0
1777397193,897,0
1777397198,800,0
1777397204,800,0
1777397209,800,0
1777397214,800,0
1777397219,800,0
1777397224,800,0
1777397229,800,0
1777397234,800,0
1777397239,800,0
1777397244,800,0
1777397249,800,0
1777397254,324,0
1777397259,0,0
1777397264,0,0
1777397269,0,0
1777397274,0,0
1777397279,0,0
1777397284,0,0
1777397289,0,0
1777397294,0,0
1777397299,0,0
1777397304,0,0
1777397309,0,0
1777397314,0,0
1777397319,0,0
1777397325,0,0
1777397330,0,0
1777397335,0,0
1777397340,0,0
1777397345,0,0
1777397350,0,0
1777397355,0,0
1777397360,0,0
1777397365,0,0
1777397370,0,0
1777397375,0,0
1777397380,0,0
1777397385,0,0
1777397390,0,0
1777397395,0,0
