timestamp,active_connections
1777439139,0
1777439144,0
1777439149,0
1777439154,0
1777439159,0
1777439164,0
1777439169,48
1777439174,114
1777439179,114
1777439184,179
1777439189,243
1777439194,243
1777439199,298
1777439204,394
1777439209,403
1777439214,438
1777439219,494
1777439224,548
1777439229,578
1777439234,627
1777439239,687
1777439244,708
1777439249,754
1777439254,796
1777439259,799
1777439264,800
1777439269,800
1777439274,800
1777439279,800
1777439284,800
1777439289,800
1777439294,800
1777439299,800
1777439304,800
1777439309,800
1777439314,800
1777439319,800
1777439324,800
1777439329,800
1777439334,800
1777439339,635
1777439344,502
1777439349,0
1777439354,0
1777439359,0
1777439364,0
1777439369,0
1777439374,0
1777439379,0
1777439384,0
1777439389,0
1777439394,0
1777439399,1
1777439404,9
1777439410,36
1777439415,111
1777439420,136
1777439425,171
1777439430,236
1777439435,272
1777439440,311
1777439445,374
1777439450,407
1777439455,438
1777439460,504
1777439465,536
1777439470,587
1777439475,642
1777439480,664
1777439485,719
1777439490,786
1777439495,844
1777439500,893
1777439505,859
1777439510,800
1777439515,800
1777439520,800
1777439525,800
1777439530,800
1777439535,800
1777439540,800
1777439545,800
1777439550,800
1777439555,800
1777439560,800
1777439565,800
1777439570,800
1777439575,800
1777439580,684
1777439585,529
1777439590,242
1777439595,0
1777439600,0
1777439605,0
1777439610,0
1777439615,0
1777439620,0
1777439625,0
1777439630,0
1777439635,0
1777439640,0
1777439645,0
1777439650,0
1777439655,0
1777439660,0
1777439665,0
1777439670,0
1777439675,0
1777439680,0
1777439685,0
1777439690,0
1777439695,0
1777439700,0
1777439705,0
1777439710,0
1777439715,0
1777439720,0
1777439725,0
1777439730,0
1777439735,0
1777439740,0
